Estado,Fecha,Casos,Sospechosos,Negativos,Defunciones,Entretenimiento,Supermercados_y_farmacias,Parques,Transporte_publico,Oficinas,Hogares
TAMAULIPAS,28/03/2020,3,0,5,0,-38,-14,-44,-46,-18,11
TAMAULIPAS,29/03/2020,3,0,11,0,-46,-21,-56,-53,-20,11
TAMAULIPAS,30/03/2020,4,0,19,0,-32,-15,-44,-44,-36,13
TAMAULIPAS,31/03/2020,5,0,22,0,-31,-14,-43,-42,-38,14
TAMAULIPAS,01/04/2020,9,0,32,0,-31,-10,-40,-44,-40,15
TAMAULIPAS,02/04/2020,1,0,25,0,-40,-6,-38,-45,-42,16
TAMAULIPAS,03/04/2020,9,0,25,1,-49,-8,-38,-49,-39,17
TAMAULIPAS,04/04/2020,3,0,10,1,-55,-13,-50,-51,-26,14
TAMAULIPAS,05/04/2020,4,0,14,0,-62,-22,-58,-55,-27,13
TAMAULIPAS,06/04/2020,10,0,24,1,-50,-16,-46,-49,-45,17
TAMAULIPAS,07/04/2020,7,0,31,0,-50,-19,-49,-48,-48,19
TAMAULIPAS,08/04/2020,3,0,48,0,-49,-14,-48,-48,-49,19
TAMAULIPAS,09/04/2020,5,0,15,0,-54,-16,-50,-54,-61,23
TAMAULIPAS,10/04/2020,11,0,39,0,-64,-24,-57,-66,-67,28
TAMAULIPAS,11/04/2020,5,0,11,0,-63,-23,-58,-61,-46,18
TAMAULIPAS,12/04/2020,9,0,22,0,-66,-29,-63,-59,-31,12
TAMAULIPAS,13/04/2020,14,0,66,0,-50,-20,-51,-51,-48,18
TAMAULIPAS,14/04/2020,19,0,63,1,-51,-18,-52,-48,-48,20
TAMAULIPAS,15/04/2020,16,0,72,1,-47,-12,-48,-48,-48,20
TAMAULIPAS,16/04/2020,27,0,64,0,-48,-12,-48,-49,-49,21
TAMAULIPAS,17/04/2020,31,0,67,1,-50,-13,-48,-54,-44,22
TAMAULIPAS,18/04/2020,15,0,69,0,-57,-21,-54,-53,-28,15
TAMAULIPAS,19/04/2020,11,0,34,0,-62,-28,-62,-57,-25,13
TAMAULIPAS,20/04/2020,27,0,105,4,-51,-21,-49,-51,-45,18
TAMAULIPAS,21/04/2020,21,0,48,0,-53,-25,-53,-50,-47,20
TAMAULIPAS,22/04/2020,30,0,87,0,-53,-23,-51,-50,-47,20
TAMAULIPAS,23/04/2020,34,0,89,3,-53,-21,-51,-53,-48,21
TAMAULIPAS,24/04/2020,28,0,95,1,-56,-22,-53,-57,-44,22
TAMAULIPAS,25/04/2020,40,0,45,3,-59,-23,-56,-55,-28,16
TAMAULIPAS,26/04/2020,34,0,47,1,-63,-30,-63,-60,-26,14
TAMAULIPAS,27/04/2020,30,0,141,2,-55,-26,-52,-55,-46,20
TAMAULIPAS,28/04/2020,42,0,130,1,-54,-24,-52,-51,-47,15
TAMAULIPAS,29/04/2020,36,0,126,0,-50,-17,-50,-50,-47,20
TAMAULIPAS,30/04/2020,18,0,147,3,-36,1,-40,-47,-45,18
TAMAULIPAS,01/05/2020,33,0,85,2,-53,-14,-48,-60,-59,25
TAMAULIPAS,02/05/2020,32,0,60,3,-53,-14,-51,-55,-30,15
TAMAULIPAS,03/05/2020,25,0,48,1,-60,-27,-61,-62,-24,13
TAMAULIPAS,04/05/2020,43,2,86,1,-47,-16,-45,-52,-43,17
TAMAULIPAS,05/05/2020,37,0,111,1,-48,-18,-47,-50,-46,19
TAMAULIPAS,06/05/2020,49,7,89,3,-49,-18,-46,-49,-44,19
TAMAULIPAS,07/05/2020,46,2,120,4,-47,-11,-43,-49,-44,19
TAMAULIPAS,08/05/2020,31,0,87,6,-47,-8,-42,-53,-39,19
TAMAULIPAS,09/05/2020,28,0,51,3,-47,-3,-45,-47,-22,13
TAMAULIPAS,10/05/2020,22,0,31,4,-55,-14,-55,-58,-8,8
TAMAULIPAS,11/05/2020,42,1,126,4,-49,-19,-48,-53,-41,17
TAMAULIPAS,12/05/2020,52,2,127,3,-48,-17,-44,-49,-42,18
TAMAULIPAS,13/05/2020,42,1,150,3,-45,-14,-42,-49,-42,19
TAMAULIPAS,14/05/2020,36,1,233,6,-44,-11,-40,-50,-42,19
TAMAULIPAS,15/05/2020,66,0,271,2,-42,-4,-35,-51,-37,18
TAMAULIPAS,16/05/2020,49,0,97,3,-47,-8,-44,-51,-21,13
TAMAULIPAS,17/05/2020,17,0,21,0,-55,-19,-54,-58,-16,12
TAMAULIPAS,18/05/2020,64,1,264,4,-42,-12,-39,-48,-38,16
TAMAULIPAS,19/05/2020,51,0,342,5,-44,-14,-42,-49,-40,17
TAMAULIPAS,20/05/2020,69,0,211,2,-44,-13,-41,-48,-40,18
TAMAULIPAS,21/05/2020,72,0,158,5,-45,-15,-40,-49,-42,17
TAMAULIPAS,22/05/2020,91,0,249,4,-45,-10,-38,-51,-35,16
TAMAULIPAS,23/05/2020,70,0,147,3,-47,-8,-42,-46,-16,11
TAMAULIPAS,24/05/2020,35,0,145,5,-55,-20,-52,-57,-14,11
TAMAULIPAS,25/05/2020,116,1,232,4,-43,-12,-39,-47,-38,16
TAMAULIPAS,26/05/2020,117,0,214,3,-46,-17,-42,-49,-38,17
TAMAULIPAS,27/05/2020,111,1,223,4,-43,-14,-39,-48,-37,17
TAMAULIPAS,28/05/2020,66,0,164,10,-42,-11,-40,-48,-37,17
TAMAULIPAS,29/05/2020,98,0,221,2,-42,-6,-45,-52,-33,18
TAMAULIPAS,30/05/2020,68,0,150,7,-44,-3,-42,-46,-10,11
TAMAULIPAS,31/05/2020,49,0,184,9,-53,-15,-54,-54,-7,11
TAMAULIPAS,01/06/2020,133,1,281,6,-37,-7,-40,-43,-31,13
TAMAULIPAS,02/06/2020,101,5,309,6,-38,-10,-36,-46,-32,15
TAMAULIPAS,03/06/2020,95,5,280,7,-38,-11,-36,-44,-32,15
TAMAULIPAS,04/06/2020,102,1,204,5,-39,-9,-37,-45,-33,15
TAMAULIPAS,05/06/2020,114,1,263,2,-38,-7,-36,-50,-29,15
TAMAULIPAS,06/06/2020,80,2,94,2,-40,-6,-40,-47,-9,10
TAMAULIPAS,07/06/2020,70,1,72,5,-48,-16,-49,-54,-5,9
TAMAULIPAS,08/06/2020,140,8,229,7,-37,-12,-37,-45,-30,13
TAMAULIPAS,09/06/2020,139,3,284,7,-38,-14,-38,-46,-32,14
TAMAULIPAS,10/06/2020,182,2,306,9,-34,-10,-37,-44,-31,14
TAMAULIPAS,11/06/2020,134,0,251,4,-35,-9,-39,-47,-33,15
TAMAULIPAS,12/06/2020,238,5,343,11,-33,-1,-33,-46,-27,14
TAMAULIPAS,13/06/2020,140,2,127,6,-35,-1,-35,-44,-6,9
TAMAULIPAS,14/06/2020,125,1,145,19,-42,-10,-43,-48,1,8
TAMAULIPAS,15/06/2020,259,3,386,15,-29,-1,-31,-41,-29,12
TAMAULIPAS,16/06/2020,302,1,444,12,-31,-5,-33,-41,-30,14
TAMAULIPAS,17/06/2020,211,1,304,19,-32,-7,-30,-44,-31,14
TAMAULIPAS,18/06/2020,222,2,244,22,-33,-6,-30,-43,-32,14
TAMAULIPAS,19/06/2020,225,3,208,19,-34,-5,-30,-45,-27,13
TAMAULIPAS,20/06/2020,195,4,115,9,-33,3,-32,-40,-6,9
TAMAULIPAS,21/06/2020,125,3,59,16,-43,-7,-45,-50,7,6
TAMAULIPAS,22/06/2020,328,1,258,28,-36,-10,-32,-43,-33,13
TAMAULIPAS,23/06/2020,297,3,274,19,-38,-13,-33,-45,-34,14
TAMAULIPAS,24/06/2020,303,4,277,12,-36,-11,-34,-47,-33,15
TAMAULIPAS,25/06/2020,386,7,237,23,-38,-11,-37,-47,-35,16
TAMAULIPAS,26/06/2020,443,8,290,27,-38,-7,-40,-49,-31,17
TAMAULIPAS,27/06/2020,229,4,120,29,-38,-5,-37,-48,-10,11
TAMAULIPAS,28/06/2020,175,2,101,27,-47,-16,-48,-50,-5,10
TAMAULIPAS,29/06/2020,508,8,303,28,-34,-7,-35,-44,-33,13
TAMAULIPAS,30/06/2020,387,17,331,31,-31,-3,-36,-43,-34,14
TAMAULIPAS,01/07/2020,437,20,346,18,-32,-2,-36,-43,-35,15
TAMAULIPAS,02/07/2020,376,18,370,26,-34,-1,-35,-43,-37,15
TAMAULIPAS,03/07/2020,385,8,287,17,-34,10,-33,-44,-33,16
TAMAULIPAS,04/07/2020,214,10,121,35,-61,-48,-53,-54,-25,16
TAMAULIPAS,05/07/2020,186,6,127,37,-66,-52,-60,-57,-19,14
TAMAULIPAS,06/07/2020,424,11,436,37,-35,-2,-38,-42,-36,14
TAMAULIPAS,07/07/2020,478,16,470,33,-39,-11,-41,-45,-39,16
TAMAULIPAS,08/07/2020,426,23,307,31,-39,-11,-41,-46,-38,17
TAMAULIPAS,09/07/2020,423,9,326,20,-40,-9,-42,-47,-39,17
TAMAULIPAS,10/07/2020,334,21,338,19,-37,3,-40,-50,-34,17
TAMAULIPAS,11/07/2020,236,11,147,13,-57,-40,-49,-54,-22,15
TAMAULIPAS,12/07/2020,142,10,118,14,-62,-49,-58,-59,-19,14
TAMAULIPAS,13/07/2020,427,20,386,37,-34,-2,-42,-45,-37,14
TAMAULIPAS,14/07/2020,506,29,445,15,-35,-8,-39,-45,-39,16
TAMAULIPAS,15/07/2020,479,29,356,22,-33,-4,-37,-45,-38,16
TAMAULIPAS,16/07/2020,480,30,383,33,-34,-5,-38,-45,-38,16
TAMAULIPAS,17/07/2020,425,35,349,25,-36,-1,-34,-46,-34,17
TAMAULIPAS,18/07/2020,268,16,123,26,-46,-21,-42,-48,-17,13
TAMAULIPAS,19/07/2020,226,32,113,28,-52,-28,-52,-55,-12,12
TAMAULIPAS,20/07/2020,443,65,389,26,-35,-7,-38,-45,-37,14
TAMAULIPAS,21/07/2020,414,109,339,29,-37,-12,-39,-47,-40,16
TAMAULIPAS,22/07/2020,394,114,385,19,-37,-12,-38,-48,-38,16
TAMAULIPAS,23/07/2020,356,115,351,31,-37,-10,-36,-47,-39,16
TAMAULIPAS,24/07/2020,390,99,284,25,-38,-5,-35,-48,-34,17
TAMAULIPAS,25/07/2020,234,108,137,21,-47,-20,-47,-51,-19,13
TAMAULIPAS,26/07/2020,97,24,78,29,-61,-39,-60,-62,-25,13
TAMAULIPAS,27/07/2020,298,142,293,30,-40,-14,-49,-49,-43,16
TAMAULIPAS,28/07/2020,319,70,294,20,-38,-15,-44,-49,-40,16
TAMAULIPAS,29/07/2020,349,106,252,22,-37,-15,-42,-49,-40,17
TAMAULIPAS,30/07/2020,262,83,287,23,-33,-10,-35,-46,-39,16
TAMAULIPAS,31/07/2020,210,107,298,18,-31,-1,-31,-48,-34,15
TAMAULIPAS,01/08/2020,176,53,142,22,-42,-14,-42,-50,-18,12
TAMAULIPAS,02/08/2020,83,19,110,24,-48,-23,-52,-53,-13,11
TAMAULIPAS,03/08/2020,321,53,340,18,-30,-8,-35,-42,-35,13
TAMAULIPAS,04/08/2020,279,47,416,27,-31,-11,-33,-44,-37,15
TAMAULIPAS,05/08/2020,249,36,328,19,-30,-9,-34,-45,-37,15
TAMAULIPAS,06/08/2020,265,54,358,20,-32,-11,-33,-45,-37,15
TAMAULIPAS,07/08/2020,289,48,385,14,-33,-6,-31,-48,-32,15
TAMAULIPAS,08/08/2020,207,20,122,19,-41,-16,-40,-48,-17,12
TAMAULIPAS,09/08/2020,116,6,111,21,-47,-24,-53,-53,-14,11
TAMAULIPAS,10/08/2020,306,41,374,16,-31,-10,-34,-44,-35,13
TAMAULIPAS,11/08/2020,335,25,381,14,-33,-13,-34,-47,-37,14
TAMAULIPAS,12/08/2020,222,38,324,18,-33,-13,-32,-48,-36,15
TAMAULIPAS,13/08/2020,186,70,339,12,-32,-10,-32,-46,-36,14
TAMAULIPAS,14/08/2020,202,80,338,10,-29,-1,-28,-45,-32,14
TAMAULIPAS,15/08/2020,113,63,140,13,-38,-11,-39,-45,-15,10
TAMAULIPAS,16/08/2020,86,33,89,16,-44,-19,-47,-51,-11,10
TAMAULIPAS,17/08/2020,229,59,361,12,-28,-7,-30,-42,-34,12
TAMAULIPAS,18/08/2020,205,138,324,13,-30,-10,-32,-44,-34,13
TAMAULIPAS,19/08/2020,111,117,249,9,-28,-10,-28,-45,-34,14
TAMAULIPAS,20/08/2020,168,91,267,9,-27,-9,-29,-44,-35,14
TAMAULIPAS,21/08/2020,222,167,272,14,-28,-4,-29,-44,-30,13
TAMAULIPAS,22/08/2020,57,74,74,8,-34,-10,-35,-45,-13,10
TAMAULIPAS,23/08/2020,42,52,62,7,-40,-15,-42,-48,-9,9
TLAXCALA,15/02/2020,0,0,0,0,9,3,11,4,5,-2
TLAXCALA,16/02/2020,0,0,0,0,6,3,1,1,3,0
TLAXCALA,17/02/2020,0,0,0,0,1,2,1,7,11,-2
TLAXCALA,18/02/2020,0,0,0,0,-1,-2,1,3,10,-2
TLAXCALA,19/02/2020,0,0,0,0,2,-1,4,1,9,-2
TLAXCALA,20/02/2020,0,0,0,0,4,1,20,6,10,-2
TLAXCALA,21/02/2020,0,0,0,0,-1,-1,5,11,14,-3
TLAXCALA,22/02/2020,0,0,0,0,3,1,20,11,5,-1
TLAXCALA,23/02/2020,0,0,0,0,2,4,20,14,4,0
TLAXCALA,24/02/2020,0,0,0,0,0,1,15,9,9,-2
TLAXCALA,25/02/2020,0,0,0,0,1,0,13,8,8,-2
TLAXCALA,26/02/2020,0,0,0,0,-1,-1,28,1,8,-2
TLAXCALA,27/02/2020,0,0,0,0,3,-1,0,5,6,0
TLAXCALA,28/02/2020,0,0,0,0,5,5,4,16,12,-2
TLAXCALA,29/02/2020,0,0,0,0,9,9,8,12,8,-1
TLAXCALA,01/03/2020,0,0,0,0,9,8,7,12,6,0
TLAXCALA,02/03/2020,0,0,0,0,1,4,1,11,12,-2
TLAXCALA,03/03/2020,0,0,0,0,-1,2,1,10,10,-2
TLAXCALA,04/03/2020,0,0,0,0,0,3,2,5,10,-2
TLAXCALA,05/03/2020,0,0,1,0,0,1,1,4,10,-1
TLAXCALA,06/03/2020,0,0,1,0,-3,1,3,11,13,-2
TLAXCALA,07/03/2020,0,0,0,0,0,2,9,5,8,0
TLAXCALA,08/03/2020,0,0,0,0,3,2,0,0,5,0
TLAXCALA,09/03/2020,0,0,1,0,-6,-3,-4,-4,-19,6
TLAXCALA,10/03/2020,0,0,2,0,-5,-1,0,11,9,-2
TLAXCALA,11/03/2020,0,0,0,0,-3,-1,-2,2,9,-2
TLAXCALA,12/03/2020,0,0,2,0,-2,0,-1,3,10,-2
TLAXCALA,13/03/2020,0,0,1,0,2,5,4,11,6,-2
TLAXCALA,14/03/2020,0,0,1,0,7,9,10,15,5,-2
TLAXCALA,15/03/2020,0,0,0,0,5,6,6,-10,2,-1
TLAXCALA,16/03/2020,0,0,1,0,-3,4,-13,-3,-50,12
TLAXCALA,17/03/2020,0,0,0,0,-5,0,-6,-1,-14,4
TLAXCALA,18/03/2020,0,0,3,0,-9,-4,-10,-14,-21,7
TLAXCALA,19/03/2020,0,0,8,0,-11,-5,-13,-24,-22,8
TLAXCALA,20/03/2020,0,0,6,0,-18,-7,-13,-41,-19,9
TLAXCALA,21/03/2020,0,0,3,0,-16,-5,-11,-32,-2,5
TLAXCALA,22/03/2020,0,0,4,0,-23,-13,-26,-40,-4,6
TLAXCALA,23/03/2020,1,0,8,0,-19,-12,-17,-42,-29,10
TLAXCALA,24/03/2020,1,0,6,0,-23,-14,-21,-43,-33,12
TLAXCALA,25/03/2020,0,0,5,0,-23,-15,-23,-45,-34,13
TLAXCALA,26/03/2020,0,0,14,0,-25,-16,-23,-48,-35,14
TLAXCALA,27/03/2020,1,0,19,0,-28,-13,-18,-48,-31,14
TLAXCALA,28/03/2020,2,0,8,0,-25,-10,-17,-39,-10,9
TLAXCALA,29/03/2020,0,0,7,0,-33,-15,-33,-47,-10,10
TLAXCALA,30/03/2020,1,0,19,0,-23,-11,-18,-39,-39,14
TLAXCALA,31/03/2020,0,0,13,0,-24,-14,-22,-34,-41,14
TLAXCALA,01/04/2020,4,0,21,0,-25,-14,-21,-37,-43,15
TLAXCALA,02/04/2020,1,0,15,0,-35,-14,-30,-38,-44,17
TLAXCALA,03/04/2020,0,0,13,0,-44,-12,-34,-38,-40,18
TLAXCALA,04/04/2020,2,0,4,0,-42,-6,-30,-34,-18,12
TLAXCALA,05/04/2020,6,0,8,0,-48,-11,-37,-40,-16,10
TLAXCALA,06/04/2020,8,0,17,0,-38,-8,-25,-38,-46,16
TLAXCALA,07/04/2020,7,0,18,0,-40,-9,-27,-38,-48,17
TLAXCALA,08/04/2020,6,1,16,1,-38,-6,-28,-36,-49,17
TLAXCALA,09/04/2020,1,0,27,0,-41,0,-26,-40,-57,19
TLAXCALA,10/04/2020,6,0,19,0,-65,-25,-45,-61,-69,27
TLAXCALA,11/04/2020,6,0,8,0,-58,-18,-42,-51,-43,15
TLAXCALA,12/04/2020,2,0,6,3,-57,-22,-50,-42,-22,12
TLAXCALA,13/04/2020,6,0,49,0,-41,-14,-34,-41,-47,17
TLAXCALA,14/04/2020,7,0,47,2,-42,-15,-33,-38,-49,18
TLAXCALA,15/04/2020,4,0,18,0,-39,-9,-32,-39,-48,18
TLAXCALA,16/04/2020,7,0,10,0,-38,-12,-34,-41,-48,18
TLAXCALA,17/04/2020,6,0,30,1,-45,-14,-34,-43,-44,21
TLAXCALA,18/04/2020,3,0,15,0,-46,-17,-38,-40,-19,13
TLAXCALA,19/04/2020,10,0,2,2,-53,-25,-50,-46,-15,12
TLAXCALA,20/04/2020,9,0,20,0,-47,-26,-42,-46,-46,19
TLAXCALA,21/04/2020,11,0,22,2,-46,-25,-41,-44,-48,19
TLAXCALA,22/04/2020,8,0,17,2,-46,-23,-40,-43,-48,19
TLAXCALA,23/04/2020,12,0,23,1,-47,-23,-42,-44,-48,19
TLAXCALA,24/04/2020,15,0,23,1,-50,-24,-43,-48,-44,21
TLAXCALA,25/04/2020,21,0,26,2,-49,-21,-43,-47,-21,14
TLAXCALA,26/04/2020,13,0,9,2,-54,-25,-51,-50,-16,12
TLAXCALA,27/04/2020,14,0,37,4,-45,-23,-40,-48,-45,19
TLAXCALA,28/04/2020,24,0,46,4,-47,-25,-41,-45,-47,14
TLAXCALA,29/04/2020,8,0,17,5,-42,-16,-35,-44,-47,19
TLAXCALA,30/04/2020,16,0,38,3,-34,-4,-30,-40,-46,17
TLAXCALA,01/05/2020,9,0,10,2,-49,-18,-42,-50,-54,23
TLAXCALA,02/05/2020,16,0,27,3,-44,-14,-34,-41,-20,14
TLAXCALA,03/05/2020,7,1,10,2,-51,-21,-46,-46,-11,11
TLAXCALA,04/05/2020,25,1,25,6,-42,-15,-34,-46,-45,18
TLAXCALA,05/05/2020,16,0,29,4,-44,-19,-37,-45,-48,19
TLAXCALA,06/05/2020,23,1,40,3,-43,-19,-40,-48,-46,19
TLAXCALA,07/05/2020,17,0,24,2,-44,-21,-41,-48,-46,20
TLAXCALA,08/05/2020,20,0,34,7,-44,-16,-39,-49,-41,21
TLAXCALA,09/05/2020,20,0,34,1,-39,-6,-33,-36,-16,13
TLAXCALA,10/05/2020,16,2,18,1,-43,-13,-41,-45,4,8
TLAXCALA,11/05/2020,36,0,24,10,-42,-18,-40,-48,-43,18
TLAXCALA,12/05/2020,36,1,37,9,-43,-19,-37,-46,-45,18
TLAXCALA,13/05/2020,40,1,55,4,-41,-18,-37,-47,-45,19
TLAXCALA,14/05/2020,21,0,60,2,-39,-14,-35,-45,-44,19
TLAXCALA,15/05/2020,37,0,69,8,-40,-9,-30,-45,-39,19
TLAXCALA,16/05/2020,29,0,30,9,-38,-7,-31,-40,-13,13
TLAXCALA,17/05/2020,25,0,13,7,-46,-17,-46,-51,-5,12
TLAXCALA,18/05/2020,42,0,48,3,-37,-13,-35,-46,-42,18
TLAXCALA,19/05/2020,50,0,50,6,-40,-14,-36,-43,-43,18
TLAXCALA,20/05/2020,42,0,73,5,-41,-14,-33,-43,-43,19
TLAXCALA,21/05/2020,50,1,108,5,-42,-15,-34,-45,-43,20
TLAXCALA,22/05/2020,44,0,101,2,-46,-14,-35,-45,-37,20
TLAXCALA,23/05/2020,28,0,33,5,-43,-10,-31,-37,-9,13
TLAXCALA,24/05/2020,16,0,14,13,-49,-17,-40,-45,-2,11
TLAXCALA,25/05/2020,59,0,60,3,-42,-13,-34,-43,-41,19
TLAXCALA,26/05/2020,37,0,58,6,-44,-17,-35,-43,-41,18
TLAXCALA,27/05/2020,39,1,61,5,-43,-17,-37,-43,-40,19
TLAXCALA,28/05/2020,45,1,65,9,-43,-15,-38,-44,-41,20
TLAXCALA,29/05/2020,45,8,99,4,-41,-7,-29,-40,-35,20
TLAXCALA,30/05/2020,39,3,31,0,-39,-2,-27,-32,-3,12
TLAXCALA,31/05/2020,25,0,27,10,-45,-10,-36,-39,7,11
TLAXCALA,01/06/2020,65,0,79,9,-37,-5,-29,-38,-36,17
TLAXCALA,02/06/2020,45,0,67,9,-40,-10,-30,-36,-38,17
TLAXCALA,03/06/2020,59,0,96,6,-40,-11,-33,-38,-37,18
TLAXCALA,04/06/2020,55,0,112,14,-40,-11,-31,-39,-37,18
TLAXCALA,05/06/2020,47,1,70,4,-42,-10,-31,-41,-32,19
TLAXCALA,06/06/2020,34,1,60,7,-41,-8,-30,-34,-2,13
TLAXCALA,07/06/2020,26,2,23,7,-47,-14,-40,-43,7,11
TLAXCALA,08/06/2020,68,1,84,13,-41,-13,-36,-42,-35,18
TLAXCALA,09/06/2020,53,1,65,10,-42,-15,-34,-41,-36,17
TLAXCALA,10/06/2020,62,2,147,16,-39,-12,-31,-40,-36,17
TLAXCALA,11/06/2020,53,1,115,11,-40,-12,-34,-42,-37,18
TLAXCALA,12/06/2020,55,5,89,7,-40,-6,-25,-40,-31,18
TLAXCALA,13/06/2020,26,2,36,7,-36,-1,-22,-33,2,11
TLAXCALA,14/06/2020,30,0,39,5,-42,-8,-35,-40,13,11
TLAXCALA,15/06/2020,61,2,112,6,-32,-1,-23,-38,-33,16
TLAXCALA,16/06/2020,55,4,118,9,-33,-3,-25,-36,-35,17
TLAXCALA,17/06/2020,74,2,77,5,-36,-8,-29,-37,-36,17
TLAXCALA,18/06/2020,55,1,65,9,-36,-7,-27,-40,-36,17
TLAXCALA,19/06/2020,48,0,63,7,-38,-6,-26,-37,-30,16
TLAXCALA,20/06/2020,33,0,62,13,-35,0,-25,-30,2,12
TLAXCALA,21/06/2020,29,1,24,11,-39,-7,-34,-39,22,9
TLAXCALA,22/06/2020,66,0,99,4,-36,-9,-31,-38,-36,17
TLAXCALA,23/06/2020,85,0,122,5,-39,-13,-31,-36,-37,17
TLAXCALA,24/06/2020,75,0,103,8,-37,-9,-32,-40,-37,18
TLAXCALA,25/06/2020,64,1,108,5,-38,-11,-35,-39,-37,18
TLAXCALA,26/06/2020,89,0,114,13,-41,-8,-33,-40,-32,18
TLAXCALA,27/06/2020,28,0,72,10,-37,-4,-29,-32,1,12
TLAXCALA,28/06/2020,49,0,47,5,-43,-11,-40,-42,11,11
TLAXCALA,29/06/2020,87,0,117,8,-35,-4,-32,-37,-34,16
TLAXCALA,30/06/2020,94,0,121,9,-34,-3,-34,-37,-35,16
TLAXCALA,01/07/2020,77,3,142,10,-33,-2,-32,-38,-36,16
TLAXCALA,02/07/2020,102,5,134,10,-34,-3,-35,-42,-36,16
TLAXCALA,03/07/2020,91,2,179,6,-39,-5,-36,-43,-31,17
TLAXCALA,04/07/2020,28,0,68,7,-36,-1,-34,-37,0,11
TLAXCALA,05/07/2020,49,0,64,8,-44,-12,-48,-45,8,11
TLAXCALA,06/07/2020,70,0,148,9,-36,-7,-39,-42,-36,16
TLAXCALA,07/07/2020,92,12,213,14,-36,-7,-39,-42,-37,16
TLAXCALA,08/07/2020,53,4,163,12,-37,-8,-38,-41,-37,17
TLAXCALA,09/07/2020,80,2,144,8,-40,-15,-43,-46,-37,18
TLAXCALA,10/07/2020,76,2,160,10,-40,-8,-36,-43,-32,17
TLAXCALA,11/07/2020,35,11,63,12,-38,-6,-35,-39,-1,12
TLAXCALA,12/07/2020,31,3,70,11,-43,-13,-46,-47,8,11
TLAXCALA,13/07/2020,62,2,177,6,-36,-9,-39,-44,-35,16
TLAXCALA,14/07/2020,86,8,131,19,-33,-8,-37,-41,-38,17
TLAXCALA,15/07/2020,89,4,93,18,-28,0,-32,-38,-36,16
TLAXCALA,16/07/2020,97,4,101,8,-28,0,-33,-38,-36,16
TLAXCALA,17/07/2020,90,16,93,12,-35,-5,-38,-40,-31,17
TLAXCALA,18/07/2020,51,4,74,16,-32,-1,-32,-31,1,11
TLAXCALA,19/07/2020,52,2,40,11,-38,-10,-45,-43,9,11
TLAXCALA,20/07/2020,90,8,220,13,-35,-10,-41,-42,-36,17
TLAXCALA,21/07/2020,74,7,190,12,-34,-9,-37,-36,-37,16
TLAXCALA,22/07/2020,82,6,130,17,-34,-10,-39,-40,-36,16
TLAXCALA,23/07/2020,71,8,204,14,-35,-11,-39,-41,-36,17
TLAXCALA,24/07/2020,80,8,150,11,-39,-11,-40,-41,-31,18
TLAXCALA,25/07/2020,33,6,68,7,-35,-7,-36,-33,-1,12
TLAXCALA,26/07/2020,42,0,38,16,-39,-9,-42,-40,10,10
TLAXCALA,27/07/2020,102,6,176,11,-34,-10,-38,-42,-36,16
TLAXCALA,28/07/2020,84,10,143,9,-36,-12,-38,-39,-37,17
TLAXCALA,29/07/2020,80,6,148,10,-32,-8,-36,-40,-37,16
TLAXCALA,30/07/2020,83,3,171,7,-29,-5,-34,-41,-36,16
TLAXCALA,31/07/2020,67,7,136,8,-33,-6,-36,-42,-31,17
TLAXCALA,01/08/2020,41,4,70,14,-28,2,-28,-33,0,10
TLAXCALA,02/08/2020,18,5,39,7,-36,-11,-45,-43,6,10
TLAXCALA,03/08/2020,71,6,132,7,-27,-2,-33,-41,-34,15
TLAXCALA,04/08/2020,66,14,131,16,-28,-4,-34,-38,-35,15
TLAXCALA,05/08/2020,60,16,128,7,-27,-3,-32,-38,-35,15
TLAXCALA,06/08/2020,45,18,154,4,-29,-7,-36,-40,-35,15
TLAXCALA,07/08/2020,55,2,136,4,-33,-7,-34,-42,-30,16
TLAXCALA,08/08/2020,30,2,65,12,-30,-4,-34,-37,0,10
TLAXCALA,09/08/2020,16,0,22,5,-35,-9,-43,-41,9,10
TLAXCALA,10/08/2020,80,6,140,12,-29,-6,-35,-41,-34,15
TLAXCALA,11/08/2020,54,6,190,9,-30,-8,-35,-38,-35,15
TLAXCALA,12/08/2020,62,4,118,3,-28,-6,-35,-37,-35,15
TLAXCALA,13/08/2020,57,22,116,4,-27,-6,-34,-40,-34,15
TLAXCALA,14/08/2020,34,44,84,4,-31,-7,-36,-40,-30,16
TLAXCALA,15/08/2020,25,23,36,4,-22,7,-25,-29,2,8
TLAXCALA,16/08/2020,16,2,42,6,-27,-1,-37,-40,12,8
TLAXCALA,17/08/2020,64,20,80,3,-24,-3,-32,-40,-34,14
TLAXCALA,18/08/2020,44,18,97,5,-22,-2,-24,-35,-33,14
TLAXCALA,19/08/2020,35,12,74,2,-23,-4,-25,-36,-34,14
TLAXCALA,20/08/2020,68,16,62,10,-23,-6,-26,-37,-34,15
TLAXCALA,21/08/2020,43,19,47,4,-26,-3,-23,-38,-28,15
TLAXCALA,22/08/2020,13,19,12,5,-20,4,-16,-32,4,8
TLAXCALA,23/08/2020,12,3,9,2,-25,-2,-28,-40,14,8
VERACRUZ,15/02/2020,0,0,2,0,5,6,11,5,4,-1
VERACRUZ,16/02/2020,0,0,2,0,8,6,7,13,2,-1
VERACRUZ,17/02/2020,0,0,0,0,1,3,1,8,18,-3
VERACRUZ,18/02/2020,0,0,3,0,-2,-1,2,3,13,-2
