Estado,Fecha,Casos,Sospechosos,Negativos,Defunciones,Entretenimiento,Supermercados_y_farmacias,Parques,Transporte_publico,Oficinas,Hogares
AGUASCALIENTES,15/02/2020,0,0,1,0,7,6,6,-14,4,-2
AGUASCALIENTES,16/02/2020,0,0,0,0,9,7,5,1,1,-1
AGUASCALIENTES,17/02/2020,0,0,1,0,1,2,0,-5,12,-2
AGUASCALIENTES,18/02/2020,0,0,1,0,0,-3,3,-4,10,-2
AGUASCALIENTES,19/02/2020,0,0,1,0,-1,-2,-2,-2,9,-1
AGUASCALIENTES,20/02/2020,0,0,0,0,-1,-2,2,0,9,-2
AGUASCALIENTES,21/02/2020,0,0,1,0,-2,-1,1,-8,11,-2
AGUASCALIENTES,22/02/2020,0,0,0,0,0,1,4,-16,4,-1
AGUASCALIENTES,23/02/2020,0,0,0,0,0,1,3,-6,0,-1
AGUASCALIENTES,24/02/2020,0,0,0,0,-4,-3,-2,-4,13,-2
AGUASCALIENTES,25/02/2020,0,0,0,0,-4,-6,-1,-7,10,-2
AGUASCALIENTES,26/02/2020,0,0,0,0,-7,-5,1,-4,10,-1
AGUASCALIENTES,27/02/2020,0,0,1,0,0,0,9,0,10,-2
AGUASCALIENTES,28/02/2020,0,0,2,0,1,9,20,-7,10,-2
AGUASCALIENTES,29/02/2020,0,0,0,0,10,13,39,-12,6,-2
AGUASCALIENTES,01/03/2020,0,0,0,0,9,10,18,-2,2,-2
AGUASCALIENTES,02/03/2020,0,0,0,0,0,5,1,-7,13,-2
AGUASCALIENTES,03/03/2020,0,0,2,0,-1,-1,-1,-11,10,-1
AGUASCALIENTES,04/03/2020,0,0,0,0,-1,1,-4,-6,10,-1
AGUASCALIENTES,05/03/2020,0,0,3,0,0,1,2,-5,10,-2
AGUASCALIENTES,06/03/2020,0,0,2,0,-5,0,-1,-10,13,-2
AGUASCALIENTES,07/03/2020,0,0,0,0,1,2,7,-18,6,-1
AGUASCALIENTES,08/03/2020,0,0,1,0,7,2,9,-10,3,-1
AGUASCALIENTES,09/03/2020,0,0,0,0,-12,-10,-11,-10,-13,6
AGUASCALIENTES,10/03/2020,0,0,3,0,-2,-2,2,-2,9,-2
AGUASCALIENTES,11/03/2020,0,0,1,0,-1,-1,-1,1,9,-1
AGUASCALIENTES,12/03/2020,0,0,4,0,1,2,6,3,8,-2
AGUASCALIENTES,13/03/2020,0,0,1,0,1,9,0,8,3,-1
AGUASCALIENTES,14/03/2020,1,0,1,0,4,13,7,-4,2,-2
AGUASCALIENTES,15/03/2020,0,0,9,0,-2,8,-3,-21,-1,-2
AGUASCALIENTES,16/03/2020,0,0,8,0,-13,5,-12,10,-61,15
AGUASCALIENTES,17/03/2020,1,0,5,0,-8,3,-6,1,-3,3
AGUASCALIENTES,18/03/2020,3,0,17,0,-17,2,-16,-14,-10,7
AGUASCALIENTES,19/03/2020,1,0,12,0,-24,1,-14,-21,-15,8
AGUASCALIENTES,20/03/2020,2,0,17,0,-34,-1,-20,-35,-16,11
AGUASCALIENTES,21/03/2020,1,0,12,0,-37,-5,-21,-42,-9,10
AGUASCALIENTES,22/03/2020,1,0,20,0,-46,-16,-28,-50,-15,9
AGUASCALIENTES,23/03/2020,4,0,18,0,-36,-16,-27,-42,-28,13
AGUASCALIENTES,24/03/2020,0,0,33,0,-39,-18,-29,-43,-33,15
AGUASCALIENTES,25/03/2020,17,0,26,0,-42,-18,-35,-48,-36,17
AGUASCALIENTES,26/03/2020,4,0,36,0,-42,-16,-31,-49,-38,18
AGUASCALIENTES,27/03/2020,6,0,36,0,-45,-12,-31,-55,-37,20
AGUASCALIENTES,28/03/2020,5,0,17,0,-43,-10,-28,-57,-21,14
AGUASCALIENTES,29/03/2020,3,0,29,0,-51,-19,-37,-62,-24,12
AGUASCALIENTES,30/03/2020,4,0,38,0,-40,-17,-34,-55,-41,18
AGUASCALIENTES,31/03/2020,1,0,27,0,-40,-18,-36,-53,-44,19
AGUASCALIENTES,01/04/2020,0,0,40,0,-43,-16,-38,-53,-46,21
AGUASCALIENTES,02/04/2020,0,0,41,0,-50,-12,-35,-55,-49,22
AGUASCALIENTES,03/04/2020,2,0,37,0,-60,-6,-35,-61,-47,24
AGUASCALIENTES,04/04/2020,0,0,31,0,-59,-6,-32,-61,-29,16
AGUASCALIENTES,05/04/2020,2,0,12,0,-66,-18,-40,-68,-29,14
AGUASCALIENTES,06/04/2020,4,0,40,0,-56,-12,-32,-60,-51,21
AGUASCALIENTES,07/04/2020,1,0,34,0,-55,-12,-30,-59,-53,22
AGUASCALIENTES,08/04/2020,1,0,31,0,-53,-4,-33,-54,-53,22
AGUASCALIENTES,09/04/2020,0,0,2,0,-62,-6,-35,-60,-66,25
AGUASCALIENTES,10/04/2020,3,0,15,1,-79,-27,-53,-77,-77,31
AGUASCALIENTES,11/04/2020,1,0,22,0,-66,-17,-38,-74,-49,19
AGUASCALIENTES,12/04/2020,2,0,13,0,-68,-23,-46,-70,-31,14
AGUASCALIENTES,13/04/2020,8,0,44,1,-55,-11,-33,-60,-48,21
AGUASCALIENTES,14/04/2020,2,0,41,0,-53,-10,-31,-61,-50,22
AGUASCALIENTES,15/04/2020,12,0,60,0,-51,-2,-32,-57,-50,22
AGUASCALIENTES,16/04/2020,7,0,34,0,-51,-6,-32,-60,-50,22
AGUASCALIENTES,17/04/2020,18,0,20,1,-54,-7,-32,-66,-47,24
AGUASCALIENTES,18/04/2020,13,0,17,0,-58,-17,-32,-67,-27,15
AGUASCALIENTES,19/04/2020,3,0,28,1,-64,-26,-42,-70,-24,13
AGUASCALIENTES,20/04/2020,17,0,82,0,-55,-22,-35,-63,-47,21
AGUASCALIENTES,21/04/2020,13,0,61,0,-57,-26,-41,-63,-50,22
AGUASCALIENTES,22/04/2020,11,0,45,1,-58,-25,-44,-65,-50,23
AGUASCALIENTES,23/04/2020,21,0,90,0,-59,-24,-41,-65,-50,23
AGUASCALIENTES,24/04/2020,11,0,88,0,-61,-22,-42,-70,-47,25
AGUASCALIENTES,25/04/2020,1,0,6,0,-60,-21,-39,-69,-29,16
AGUASCALIENTES,26/04/2020,7,0,23,0,-67,-30,-49,-74,-26,13
AGUASCALIENTES,27/04/2020,17,0,82,1,-57,-26,-41,-65,-48,22
AGUASCALIENTES,28/04/2020,32,0,84,1,-56,-24,-38,-64,-50,17
AGUASCALIENTES,29/04/2020,18,0,113,0,-54,-18,-40,-61,-49,23
AGUASCALIENTES,30/04/2020,27,0,125,1,-47,-5,-37,-57,-48,20
AGUASCALIENTES,01/05/2020,4,0,18,0,-64,-17,-43,-71,-66,29
AGUASCALIENTES,02/05/2020,4,0,17,0,-58,-16,-36,-70,-32,16
AGUASCALIENTES,03/05/2020,3,0,135,0,-65,-28,-46,-71,-22,13
AGUASCALIENTES,04/05/2020,50,0,92,1,-53,-20,-40,-64,-46,21
AGUASCALIENTES,05/05/2020,12,1,76,0,-53,-21,-39,-62,-49,22
AGUASCALIENTES,06/05/2020,16,1,76,3,-54,-19,-41,-61,-48,22
AGUASCALIENTES,07/05/2020,24,1,149,3,-54,-17,-37,-60,-48,22
AGUASCALIENTES,08/05/2020,14,0,35,1,-56,-16,-41,-68,-45,25
AGUASCALIENTES,09/05/2020,0,0,45,0,-52,-5,-28,-66,-23,14
AGUASCALIENTES,10/05/2020,4,0,40,1,-58,-15,-38,-72,-4,7
AGUASCALIENTES,11/05/2020,11,0,126,0,-54,-21,-37,-63,-45,20
AGUASCALIENTES,12/05/2020,43,1,204,0,-52,-21,-37,-61,-46,21
AGUASCALIENTES,13/05/2020,14,0,56,2,-50,-18,-37,-62,-46,22
AGUASCALIENTES,14/05/2020,23,0,62,1,-48,-12,-32,-59,-46,21
AGUASCALIENTES,15/05/2020,27,0,30,1,-48,-5,-29,-65,-42,21
AGUASCALIENTES,16/05/2020,3,0,35,1,-49,-6,-27,-66,-21,13
AGUASCALIENTES,17/05/2020,7,0,32,4,-58,-17,-37,-67,-13,11
AGUASCALIENTES,18/05/2020,37,0,40,0,-47,-14,-30,-62,-41,19
AGUASCALIENTES,19/05/2020,20,1,54,0,-48,-17,-29,-59,-43,20
AGUASCALIENTES,20/05/2020,27,1,70,0,-48,-14,-32,-58,-43,21
AGUASCALIENTES,21/05/2020,30,1,69,2,-48,-13,-30,-59,-43,21
AGUASCALIENTES,22/05/2020,24,0,43,1,-50,-11,-29,-64,-38,21
AGUASCALIENTES,23/05/2020,17,0,46,0,-49,-8,-24,-66,-16,12
AGUASCALIENTES,24/05/2020,8,0,32,4,-56,-17,-29,-65,-9,10
AGUASCALIENTES,25/05/2020,39,0,37,1,-47,-16,-29,-59,-38,18
AGUASCALIENTES,26/05/2020,39,0,69,1,-47,-18,-32,-55,-38,18
AGUASCALIENTES,27/05/2020,36,0,108,4,-47,-16,-33,-58,-38,19
AGUASCALIENTES,28/05/2020,45,0,45,3,-46,-13,-28,-55,-38,19
AGUASCALIENTES,29/05/2020,42,1,24,3,-45,-3,-28,-58,-34,19
AGUASCALIENTES,30/05/2020,15,0,55,2,-43,-2,-23,-62,-10,10
AGUASCALIENTES,31/05/2020,20,0,85,2,-50,-9,-24,-60,1,8
AGUASCALIENTES,01/06/2020,63,2,50,2,-41,-8,-27,-53,-30,15
AGUASCALIENTES,02/06/2020,60,1,49,3,-42,-14,-28,-53,-33,16
AGUASCALIENTES,03/06/2020,60,0,78,4,-43,-12,-29,-50,-33,16
AGUASCALIENTES,04/06/2020,44,0,44,3,-43,-11,-25,-50,-33,16
AGUASCALIENTES,05/06/2020,60,0,32,1,-44,-6,-25,-57,-30,17
AGUASCALIENTES,06/06/2020,24,1,71,5,-44,-4,-21,-59,-8,9
AGUASCALIENTES,07/06/2020,26,0,91,4,-49,-12,-26,-60,-1,8
AGUASCALIENTES,08/06/2020,73,0,43,2,-43,-13,-27,-52,-29,15
AGUASCALIENTES,09/06/2020,66,0,91,4,-44,-18,-34,-54,-32,15
AGUASCALIENTES,10/06/2020,63,1,113,6,-41,-12,-28,-50,-31,15
AGUASCALIENTES,11/06/2020,63,1,67,3,-40,-11,-25,-51,-31,16
AGUASCALIENTES,12/06/2020,60,0,42,7,-40,-3,-25,-56,-28,16
AGUASCALIENTES,13/06/2020,33,0,62,2,-38,-1,-16,-59,-5,8
AGUASCALIENTES,14/06/2020,23,0,28,3,-43,-8,-21,-58,6,7
AGUASCALIENTES,15/06/2020,79,1,139,3,-35,-3,-22,-49,-28,13
AGUASCALIENTES,16/06/2020,58,0,66,5,-34,-6,-21,-51,-30,14
AGUASCALIENTES,17/06/2020,73,0,25,4,-35,-6,-24,-49,-30,15
AGUASCALIENTES,18/06/2020,63,0,26,5,-36,-7,-24,-47,-31,15
AGUASCALIENTES,19/06/2020,69,0,29,5,-37,-1,-21,-51,-27,13
AGUASCALIENTES,20/06/2020,15,1,25,4,-35,4,-14,-54,-3,7
AGUASCALIENTES,21/06/2020,26,0,66,5,-42,-6,-25,-56,18,3
AGUASCALIENTES,22/06/2020,68,0,54,1,-38,-11,-27,-50,-31,14
AGUASCALIENTES,23/06/2020,54,0,77,2,-36,-11,-21,-50,-32,14
AGUASCALIENTES,24/06/2020,50,0,71,5,-37,-8,-22,-49,-31,15
AGUASCALIENTES,25/06/2020,69,0,53,3,-37,-9,-20,-48,-31,15
AGUASCALIENTES,26/06/2020,56,0,42,10,-39,-3,-28,-54,-30,16
AGUASCALIENTES,27/06/2020,17,0,32,4,-37,-1,-18,-57,-7,8
AGUASCALIENTES,28/06/2020,11,0,23,1,-42,-11,-26,-56,6,7
AGUASCALIENTES,29/06/2020,38,1,114,4,-33,-5,-26,-50,-28,13
AGUASCALIENTES,30/06/2020,39,0,159,2,-30,-4,-26,-48,-30,13
AGUASCALIENTES,01/07/2020,79,1,61,2,-29,-1,-25,-42,-30,13
AGUASCALIENTES,02/07/2020,69,0,28,3,-30,-1,-20,-41,-30,13
AGUASCALIENTES,03/07/2020,67,0,37,4,-33,2,-18,-44,-27,13
AGUASCALIENTES,04/07/2020,11,0,5,7,-32,1,-14,-51,-5,6
AGUASCALIENTES,05/07/2020,8,0,15,4,-37,-6,-19,-52,5,4
AGUASCALIENTES,06/07/2020,91,1,118,2,-33,-7,-24,-43,-29,12
AGUASCALIENTES,07/07/2020,119,0,138,6,-32,-8,-22,-43,-31,12
AGUASCALIENTES,08/07/2020,53,0,152,5,-32,-6,-25,-42,-30,13
AGUASCALIENTES,09/07/2020,43,1,179,3,-34,-9,-28,-40,-31,13
AGUASCALIENTES,10/07/2020,77,0,64,1,-34,-2,-21,-47,-28,13
AGUASCALIENTES,11/07/2020,21,0,32,4,-33,0,-12,-51,-5,6
AGUASCALIENTES,12/07/2020,32,1,62,4,-38,-9,-19,-52,3,4
AGUASCALIENTES,13/07/2020,82,0,87,3,-32,-6,-20,-43,-31,12
AGUASCALIENTES,14/07/2020,82,0,114,5,-28,-5,-20,-43,-32,13
AGUASCALIENTES,15/07/2020,81,0,131,3,-25,4,-22,-38,-30,13
AGUASCALIENTES,16/07/2020,86,0,76,4,-26,2,-18,-38,-31,12
AGUASCALIENTES,17/07/2020,72,0,50,2,-30,2,-20,-44,-29,13
AGUASCALIENTES,18/07/2020,22,0,15,3,-30,2,-16,-50,-7,6
AGUASCALIENTES,19/07/2020,15,0,63,2,-35,-7,-21,-47,2,4
AGUASCALIENTES,20/07/2020,51,0,105,3,-30,-4,-21,-41,-29,11
AGUASCALIENTES,21/07/2020,96,0,60,2,-29,-8,-20,-42,-31,12
AGUASCALIENTES,22/07/2020,52,0,107,2,-32,-8,-27,-41,-30,13
AGUASCALIENTES,23/07/2020,72,0,72,8,-29,-5,-17,-39,-29,12
AGUASCALIENTES,24/07/2020,73,0,21,8,-33,-2,-20,-44,-26,12
AGUASCALIENTES,25/07/2020,18,0,17,5,-32,-2,-14,-51,-5,5
AGUASCALIENTES,26/07/2020,21,0,192,4,-36,-8,-17,-49,3,4
AGUASCALIENTES,27/07/2020,69,1,238,3,-34,-10,-31,-43,-30,13
AGUASCALIENTES,28/07/2020,62,3,241,3,-32,-12,-30,-45,-30,12
AGUASCALIENTES,29/07/2020,59,0,118,2,-27,-6,-30,-44,-30,13
AGUASCALIENTES,30/07/2020,60,1,63,3,-24,-3,-26,-38,-30,12
AGUASCALIENTES,31/07/2020,60,1,65,3,-23,6,-19,-44,-26,11
AGUASCALIENTES,01/08/2020,32,1,55,3,-23,6,-10,-45,-5,5
AGUASCALIENTES,02/08/2020,17,0,91,2,-28,-2,-15,-45,3,4
AGUASCALIENTES,03/08/2020,61,0,252,2,-26,-5,-28,-40,-28,11
AGUASCALIENTES,04/08/2020,72,2,116,5,-23,-5,-25,-42,-29,11
AGUASCALIENTES,05/08/2020,51,3,124,2,-22,-4,-24,-35,-29,11
AGUASCALIENTES,06/08/2020,42,3,71,4,-23,-5,-23,-36,-29,11
AGUASCALIENTES,07/08/2020,42,2,62,7,-25,-3,-20,-40,-26,11
AGUASCALIENTES,08/08/2020,22,4,48,5,-25,-2,-12,-46,-5,5
AGUASCALIENTES,09/08/2020,16,0,105,5,-30,-10,-23,-47,1,4
AGUASCALIENTES,10/08/2020,79,2,253,3,-26,-8,-27,-37,-28,11
AGUASCALIENTES,11/08/2020,52,0,146,3,-24,-11,-22,-42,-29,11
AGUASCALIENTES,12/08/2020,54,7,168,5,-24,-8,-24,-37,-28,12
AGUASCALIENTES,13/08/2020,60,3,85,5,-24,-7,-23,-39,-28,11
AGUASCALIENTES,14/08/2020,53,4,66,5,-22,2,-21,-42,-25,11
AGUASCALIENTES,15/08/2020,13,2,60,8,-21,4,-10,-44,-4,4
AGUASCALIENTES,16/08/2020,31,1,136,4,-27,-7,-23,-42,1,3
AGUASCALIENTES,17/08/2020,90,4,154,4,-22,-4,-22,-39,-27,10
AGUASCALIENTES,18/08/2020,77,9,95,5,-24,-10,-30,-39,-28,11
AGUASCALIENTES,19/08/2020,66,3,149,3,-27,-11,-37,-36,-29,13
AGUASCALIENTES,20/08/2020,50,3,54,4,-19,-2,-14,-36,-28,11
AGUASCALIENTES,21/08/2020,59,7,34,4,-23,-1,-18,-42,-25,11
AGUASCALIENTES,22/08/2020,35,9,79,1,-21,0,-3,-47,-4,4
AGUASCALIENTES,23/08/2020,21,14,157,2,-25,-5,-14,-46,4,4
BAJA CALIFORNIA,15/02/2020,0,0,0,0,7,4,8,8,3,-1
BAJA CALIFORNIA,16/02/2020,0,0,0,0,11,5,10,5,1,-1
BAJA CALIFORNIA,17/02/2020,0,0,1,0,7,5,7,3,9,-2
BAJA CALIFORNIA,18/02/2020,0,0,2,0,0,1,9,3,10,-2
BAJA CALIFORNIA,19/02/2020,0,0,1,0,1,0,2,1,8,-2
BAJA CALIFORNIA,20/02/2020,0,0,0,0,0,0,3,-1,8,-2
BAJA CALIFORNIA,21/02/2020,0,0,2,0,3,4,11,3,10,-3
BAJA CALIFORNIA,22/02/2020,0,0,1,0,-2,-3,2,-2,1,2
BAJA CALIFORNIA,23/02/2020,0,0,2,0,4,2,10,0,2,0
BAJA CALIFORNIA,24/02/2020,0,0,0,0,-1,1,6,-2,12,-2
BAJA CALIFORNIA,25/02/2020,0,0,1,0,-1,1,20,-2,10,-2
BAJA CALIFORNIA,26/02/2020,0,0,0,0,0,0,3,-1,9,-2
BAJA CALIFORNIA,27/02/2020,0,0,0,0,2,2,3,0,9,-2
BAJA CALIFORNIA,28/02/2020,0,0,0,0,6,8,10,6,11,-3
BAJA CALIFORNIA,29/02/2020,0,0,1,0,5,7,8,6,5,-2
BAJA CALIFORNIA,01/03/2020,0,0,0,0,3,3,-10,-4,2,1
BAJA CALIFORNIA,02/03/2020,0,0,3,0,-2,0,-10,-10,9,0
BAJA CALIFORNIA,03/03/2020,0,0,5,0,5,7,9,-3,12,-3
BAJA CALIFORNIA,04/03/2020,0,0,3,0,4,6,5,-3,11,-2
BAJA CALIFORNIA,05/03/2020,0,0,0,0,4,5,7,-3,10,-3
BAJA CALIFORNIA,06/03/2020,0,0,0,0,3,6,12,4,9,-3
BAJA CALIFORNIA,07/03/2020,0,0,2,0,2,4,7,-1,5,-1
BAJA CALIFORNIA,08/03/2020,0,0,0,0,6,3,6,-2,4,0
BAJA CALIFORNIA,09/03/2020,0,0,5,0,-7,-2,-7,-6,-9,4
BAJA CALIFORNIA,10/03/2020,0,0,4,0,-13,-9,-31,-8,-6,6
BAJA CALIFORNIA,11/03/2020,1,0,4,0,2,5,-5,0,9,-1
BAJA CALIFORNIA,12/03/2020,0,0,5,0,-3,3,-22,-3,4,2
BAJA CALIFORNIA,13/03/2020,0,0,13,0,1,8,-12,2,5,1
BAJA CALIFORNIA,14/03/2020,0,0,3,0,0,9,-5,-7,3,1
BAJA CALIFORNIA,15/03/2020,0,0,2,0,-1,6,-2,-8,3,1
BAJA CALIFORNIA,16/03/2020,1,0,8,0,-11,5,-3,-16,-49,13
BAJA CALIFORNIA,17/03/2020,3,0,11,0,-3,14,-5,-2,5,0
BAJA CALIFORNIA,18/03/2020,4,0,26,0,-20,1,-35,-15,-14,10
BAJA CALIFORNIA,19/03/2020,5,0,20,0,-21,0,-27,-24,-16,10
BAJA CALIFORNIA,20/03/2020,6,0,35,0,-23,4,-22,-27,-14,10
BAJA CALIFORNIA,21/03/2020,3,0,18,0,-31,-6,-31,-35,-7,10
BAJA CALIFORNIA,22/03/2020,2,0,11,0,-37,-13,-38,-40,-11,9
BAJA CALIFORNIA,23/03/2020,10,0,59,0,-31,-13,-31,-38,-21,12
BAJA CALIFORNIA,24/03/2020,9,0,45,0,-33,-11,-27,-43,-24,13
BAJA CALIFORNIA,25/03/2020,7,0,54,0,-36,-14,-36,-45,-28,15
BAJA CALIFORNIA,26/03/2020,11,0,53,0,-38,-15,-38,-45,-30,16
BAJA CALIFORNIA,27/03/2020,16,0,56,0,-37,-9,-32,-50,-29,16
BAJA CALIFORNIA,28/03/2020,7,0,29,0,-40,-12,-39,-52,-20,14
BAJA CALIFORNIA,29/03/2020,21,0,17,1,-44,-17,-45,-56,-23,13
BAJA CALIFORNIA,30/03/2020,29,0,50,2,-34,-8,-30,-47,-30,14
BAJA CALIFORNIA,31/03/2020,44,0,41,2,-43,-17,-38,-48,-35,17
BAJA CALIFORNIA,01/04/2020,66,0,38,2,-42,-14,-38,-49,-37,18
BAJA CALIFORNIA,02/04/2020,30,0,34,5,-51,-8,-39,-50,-39,18
BAJA CALIFORNIA,03/04/2020,38,0,26,2,-58,-1,-34,-51,-37,19
BAJA CALIFORNIA,04/04/2020,25,0,15,5,-61,-7,-45,-54,-29,17
BAJA CALIFORNIA,05/04/2020,20,0,8,1,-65,-15,-52,-55,-31,15
BAJA CALIFORNIA,06/04/2020,70,0,33,10,-59,-12,-40,-55,-42,19
BAJA CALIFORNIA,07/04/2020,41,0,31,5,-61,-18,-46,-58,-45,21
BAJA CALIFORNIA,08/04/2020,58,0,25,6,-59,-14,-47,-58,-48,22
BAJA CALIFORNIA,09/04/2020,58,0,26,5,-61,-11,-45,-61,-56,24
BAJA CALIFORNIA,10/04/2020,49,0,36,7,-76,-33,-64,-74,-70,34
BAJA CALIFORNIA,11/04/2020,32,1,14,10,-66,-17,-54,-67,-49,22
BAJA CALIFORNIA,12/04/2020,44,0,11,12,-69,-25,-59,-64,-38,17
BAJA CALIFORNIA,13/04/2020,81,0,32,8,-60,-17,-44,-60,-48,22
BAJA CALIFORNIA,14/04/2020,104,0,42,12,-59,-14,-39,-60,-50,23
BAJA CALIFORNIA,15/04/2020,102,0,39,17,-56,-13,-41,-60,-51,23
BAJA CALIFORNIA,16/04/2020,84,0,43,11,-55,-13,-39,-62,-52,24
BAJA CALIFORNIA,17/04/2020,99,0,43,20,-58,-12,-42,-63,-52,26
BAJA CALIFORNIA,18/04/2020,46,0,14,16,-63,-23,-52,-65,-39,20
BAJA CALIFORNIA,19/04/2020,44,0,13,16,-66,-30,-59,-64,-36,17
BAJA CALIFORNIA,20/04/2020,110,0,50,14,-58,-22,-42,-60,-51,23
BAJA CALIFORNIA,21/04/2020,108,0,58,15,-60,-24,-46,-63,-53,24
BAJA CALIFORNIA,22/04/2020,91,1,45,18,-59,-21,-44,-63,-53,24
BAJA CALIFORNIA,23/04/2020,111,0,39,19,-59,-20,-43,-62,-54,24
BAJA CALIFORNIA,24/04/2020,86,0,36,24,-59,-16,-41,-61,-51,25
BAJA CALIFORNIA,25/04/2020,44,1,20,18,-62,-20,-49,-66,-39,20
BAJA CALIFORNIA,26/04/2020,68,1,12,18,-65,-26,-56,-65,-36,16
BAJA CALIFORNIA,27/04/2020,112,0,54,28,-57,-20,-41,-61,-49,23
BAJA CALIFORNIA,28/04/2020,98,0,50,21,-58,-21,-39,-64,-51,15
BAJA CALIFORNIA,29/04/2020,109,1,56,29,-56,-18,-42,-63,-52,23
BAJA CALIFORNIA,30/04/2020,89,0,68,22,-48,-6,-35,-56,-51,21
BAJA CALIFORNIA,01/05/2020,92,0,37,23,-61,-15,-39,-67,-64,28
BAJA CALIFORNIA,02/05/2020,78,0,16,26,-60,-18,-46,-63,-39,19
BAJA CALIFORNIA,03/05/2020,91,0,27,14,-63,-25,-54,-65,-31,16
BAJA CALIFORNIA,04/05/2020,145,0,49,30,-54,-16,-34,-58,-45,20
BAJA CALIFORNIA,05/05/2020,141,1,33,31,-54,-16,-33,-61,-46,21
BAJA CALIFORNIA,06/05/2020,118,2,54,28,-54,-15,-37,-60,-45,21
BAJA CALIFORNIA,07/05/2020,123,1,56,26,-53,-12,-34,-58,-46,21
BAJA CALIFORNIA,08/05/2020,142,0,55,33,-52,-9,-31,-58,-43,22
BAJA CALIFORNIA,09/05/2020,75,0,27,36,-52,-8,-40,-60,-30,17
BAJA CALIFORNIA,10/05/2020,69,1,54,28,-55,-14,-48,-64,-19,12
BAJA CALIFORNIA,11/05/2020,131,0,82,31,-53,-16,-34,-57,-41,19
BAJA CALIFORNIA,12/05/2020,125,2,91,30,-52,-14,-33,-58,-42,20
BAJA CALIFORNIA,13/05/2020,128,0,53,37,-52,-15,-35,-61,-42,21
BAJA CALIFORNIA,14/05/2020,113,1,65,36,-51,-14,-35,-58,-43,20
BAJA CALIFORNIA,15/05/2020,145,0,89,27,-50,-8,-31,-55,-41,21
BAJA CALIFORNIA,16/05/2020,70,0,18,30,-53,-12,-41,-58,-28,17
BAJA CALIFORNIA,17/05/2020,72,0,12,40,-57,-18,-49,-60,-23,14
BAJA CALIFORNIA,18/05/2020,216,2,67,52,-50,-13,-34,-56,-38,18
BAJA CALIFORNIA,19/05/2020,156,1,43,33,-50,-13,-35,-56,-39,19
BAJA CALIFORNIA,20/05/2020,170,1,53,41,-49,-11,-37,-55,-40,19
BAJA CALIFORNIA,21/05/2020,230,2,85,21,-49,-10,-36,-55,-40,20
BAJA CALIFORNIA,22/05/2020,208,2,100,26,-51,-8,-36,-54,-37,20
BAJA CALIFORNIA,23/05/2020,66,1,56,27,-52,-10,-45,-56,-24,16
BAJA CALIFORNIA,24/05/2020,79,2,41,31,-56,-16,-50,-58,-22,14
BAJA CALIFORNIA,25/05/2020,136,0,80,31,-48,-10,-36,-53,-39,19
BAJA CALIFORNIA,26/05/2020,134,5,126,29,-51,-13,-37,-54,-37,18
BAJA CALIFORNIA,27/05/2020,129,3,82,29,-51,-14,-40,-56,-38,19
BAJA CALIFORNIA,28/05/2020,117,5,89,37,-49,-11,-40,-54,-38,19
BAJA CALIFORNIA,29/05/2020,115,7,66,18,-49,-5,-36,-53,-36,20
BAJA CALIFORNIA,30/05/2020,84,1,42,33,-50,-6,-44,-50,-19,14
BAJA CALIFORNIA,31/05/2020,71,0,39,29,-54,-12,-48,-54,-16,13
BAJA CALIFORNIA,01/06/2020,152,3,147,32,-47,-9,-36,-43,-32,16
BAJA CALIFORNIA,02/06/2020,169,6,110,29,-47,-9,-35,-43,-34,17
BAJA CALIFORNIA,03/06/2020,162,5,97,24,-47,-9,-37,-44,-35,18
BAJA CALIFORNIA,04/06/2020,147,1,105,28,-46,-8,-36,-44,-35,18
BAJA CALIFORNIA,05/06/2020,152,5,74,26,-46,-4,-33,-44,-33,18
BAJA CALIFORNIA,06/06/2020,103,1,28,39,-48,-6,-42,-43,-18,14
BAJA CALIFORNIA,07/06/2020,68,0,27,28,-51,-11,-44,-45,-16,12
BAJA CALIFORNIA,08/06/2020,170,1,93,30,-45,-9,-33,-44,-30,15
BAJA CALIFORNIA,09/06/2020,172,2,90,18,-47,-10,-33,-45,-32,16
BAJA CALIFORNIA,10/06/2020,145,20,85,28,-45,-8,-34,-45,-33,17
BAJA CALIFORNIA,11/06/2020,148,5,95,21,-44,-7,-31,-45,-33,17
BAJA CALIFORNIA,12/06/2020,110,8,85,30,-44,-1,-29,-41,-31,17
BAJA CALIFORNIA,13/06/2020,87,1,60,27,-45,-3,-34,-42,-15,12
BAJA CALIFORNIA,14/06/2020,93,0,46,30,-48,-9,-38,-40,-12,11
BAJA CALIFORNIA,15/06/2020,177,5,86,22,-41,-6,-29,-40,-29,14
BAJA CALIFORNIA,16/06/2020,187,9,112,18,-41,-5,-27,-38,-30,15
BAJA CALIFORNIA,17/06/2020,150,5,96,29,-40,-6,-28,-40,-31,16
BAJA CALIFORNIA,18/06/2020,142,10,110,24,-40,-4,-27,-39,-32,15
BAJA CALIFORNIA,19/06/2020,176,4,93,20,-40,2,-23,-35,-29,14
BAJA CALIFORNIA,20/06/2020,84,1,29,13,-41,2,-33,-33,-12,11
BAJA CALIFORNIA,21/06/2020,62,0,29,19,-48,-6,-39,-42,-4,8
BAJA CALIFORNIA,22/06/2020,208,2,105,23,-42,-8,-28,-37,-31,14
BAJA CALIFORNIA,23/06/2020,195,4,133,24,-41,-6,-26,-39,-31,15
BAJA CALIFORNIA,24/06/2020,178,4,83,24,-41,-7,-27,-39,-31,15
